Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code,LSOA Name,LSOA Code 2021,LSOA Name 2021
KW16 3AW,Yes,58.963189,-3.301363,325254,1009173,HY252091,Stromness and South Isles,,1980-01-01,,32,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011805,"Stromness, Sandwick and Stenness - 02",,"Stromness, Sandwick and Stenness - 02"
KW16 3AX,Yes,58.961825,-3.303903,325105,1009024,HY251090,Stromness and South Isles,,1980-01-01,,34,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011805,"Stromness, Sandwick and Stenness - 02",,"Stromness, Sandwick and Stenness - 02"
KW16 3AY,Yes,58.962572,-3.302912,325164,1009106,HY251091,Stromness and South Isles,,1980-01-01,,33,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011805,"Stromness, Sandwick and Stenness - 02",,"Stromness, Sandwick and Stenness - 02"
KW16 3AZ,Yes,58.963542,-3.303749,325118,1009215,HY251092,Stromness and South Isles,,1980-01-01,,46,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011805,"Stromness, Sandwick and Stenness - 02",,"Stromness, Sandwick and Stenness - 02"
KW16 3BA,Yes,58.962511,-3.299989,325332,1009096,HY253090,Stromness and South Isles,,1980-01-01,,16,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011805,"Stromness, Sandwick and Stenness - 02",,"Stromness, Sandwick and Stenness - 02"
KW16 3BB,Yes,58.962581,-3.299331,325370,1009103,HY253091,Stromness and South Isles,,1980-01-01,,13,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011805,"Stromness, Sandwick and Stenness - 02",,"Stromness, Sandwick and Stenness - 02"
KW16 3BD,No,58.962910,-3.298752,325404,1009139,HY254091,Stromness and South Isles,,2002-01-01,2002-03-01,11,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011805,"Stromness, Sandwick and Stenness - 02",,"Stromness, Sandwick and Stenness - 02"
KW16 3BE,No,58.962552,-3.299503,325360,1009100,HY253090,Stromness and South Isles,,1980-01-01,1995-02-01,14,Scotland,2024-05-24,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,S01011805,"Stromness, Sandwick and Stenness - 02",,"Stromness, Sandwick and Stenness - 02"
KW16 3BF,Yes,58.962197,-3.301716,325232,1009063,HY252090,Stromness and South Isles,,2008-06-01,,25,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011805,"Stromness, Sandwick and Stenness - 02",,"Stromness, Sandwick and Stenness - 02"
KW16 3BG,Yes,58.962975,-3.304771,325058,1009153,HY250091,Stromness and South Isles,,1980-01-01,,42,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011805,"Stromness, Sandwick and Stenness - 02",,"Stromness, Sandwick and Stenness - 02"
KW16 3BH,Yes,58.964065,-3.295509,325593,1009264,HY255092,Stromness and South Isles,,1998-12-01,,3,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011805,"Stromness, Sandwick and Stenness - 02",,"Stromness, Sandwick and Stenness - 02"
KW16 3BJ,No,58.962910,-3.298752,325404,1009139,HY254091,Stromness and South Isles,,1993-05-01,2007-05-01,11,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011805,"Stromness, Sandwick and Stenness - 02",,"Stromness, Sandwick and Stenness - 02"
KW16 3BL,Yes,58.968325,-3.281755,326393,1009723,HY263097,Stromness and South Isles,,1996-06-01,,13,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011806,"Stromness, Sandwick and Stenness - 03",,"Stromness, Sandwick and Stenness - 03"
KW16 3BN,Yes,58.966378,-3.286911,326092,1009512,HY260095,Stromness and South Isles,,2004-02-01,,13,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011806,"Stromness, Sandwick and Stenness - 03",,"Stromness, Sandwick and Stenness - 03"
KW16 3BP,Yes,58.963687,-3.301876,325226,1009229,HY252092,Stromness and South Isles,,1994-02-01,,11,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011806,"Stromness, Sandwick and Stenness - 03",,"Stromness, Sandwick and Stenness - 03"
KW16 3BQ,Yes,58.962543,-3.305780,324999,1009106,HY249091,Stromness and South Isles,,1980-01-01,,44,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011804,"Stromness, Sandwick and Stenness - 01",,"Stromness, Sandwick and Stenness - 01"
KW16 3BS,Yes,58.962540,-3.298835,325398,1009098,HY253090,Stromness and South Isles,,1980-01-01,,10,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011805,"Stromness, Sandwick and Stenness - 02",,"Stromness, Sandwick and Stenness - 02"
KW16 3BT,Yes,58.962212,-3.299404,325365,1009062,HY253090,Stromness and South Isles,,1980-01-01,,12,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011805,"Stromness, Sandwick and Stenness - 02",,"Stromness, Sandwick and Stenness - 02"
KW16 3BU,Yes,58.961656,-3.299296,325370,1009000,HY253090,Stromness and South Isles,,1980-01-01,,9,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011805,"Stromness, Sandwick and Stenness - 02",,"Stromness, Sandwick and Stenness - 02"
KW16 3BW,Yes,58.965943,-3.286407,326120,1009463,HY261094,Stromness and South Isles,,2005-04-01,,15,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011806,"Stromness, Sandwick and Stenness - 03",,"Stromness, Sandwick and Stenness - 03"
KW16 3BX,Yes,58.961912,-3.299705,325347,1009029,HY253090,Stromness and South Isles,,1980-01-01,,12,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011805,"Stromness, Sandwick and Stenness - 02",,"Stromness, Sandwick and Stenness - 02"
KW16 3BY,Yes,58.961182,-3.299939,325332,1008948,HY253089,Stromness and South Isles,,1980-01-01,,11,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011805,"Stromness, Sandwick and Stenness - 02",,"Stromness, Sandwick and Stenness - 02"
KW16 3BZ,Yes,58.960616,-3.300039,325325,1008885,HY253088,Stromness and South Isles,,1980-01-01,,10,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011805,"Stromness, Sandwick and Stenness - 02",,"Stromness, Sandwick and Stenness - 02"
KW16 3DA,Yes,58.959900,-3.300638,325289,1008806,HY252088,Stromness and South Isles,,1980-01-01,,11,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011804,"Stromness, Sandwick and Stenness - 01",,"Stromness, Sandwick and Stenness - 01"
KW16 3DB,Yes,58.960738,-3.300374,325306,1008899,HY253088,Stromness and South Isles,,1980-01-01,,13,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011805,"Stromness, Sandwick and Stenness - 02",,"Stromness, Sandwick and Stenness - 02"
KW16 3DD,Yes,58.959706,-3.301187,325257,1008785,HY252087,Stromness and South Isles,,1980-01-01,,14,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011804,"Stromness, Sandwick and Stenness - 01",,"Stromness, Sandwick and Stenness - 01"
KW16 3DE,Yes,58.959782,-3.301617,325232,1008794,HY252087,Stromness and South Isles,,1980-01-01,,17,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011804,"Stromness, Sandwick and Stenness - 01",,"Stromness, Sandwick and Stenness - 01"
KW16 3DF,Yes,58.958477,-3.301002,325265,1008648,HY252086,Stromness and South Isles,,1980-01-01,,7,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011804,"Stromness, Sandwick and Stenness - 01",,"Stromness, Sandwick and Stenness - 01"
KW16 3DG,Yes,58.958985,-3.301431,325241,1008705,HY252087,Stromness and South Isles,,1980-01-01,,17,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011804,"Stromness, Sandwick and Stenness - 01",,"Stromness, Sandwick and Stenness - 01"
KW16 3DH,Yes,58.957713,-3.301947,325209,1008564,HY252085,Stromness and South Isles,,1980-01-01,,12,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011804,"Stromness, Sandwick and Stenness - 01",,"Stromness, Sandwick and Stenness - 01"
KW16 3DJ,Yes,58.957279,-3.301339,325243,1008515,HY252085,Stromness and South Isles,,1980-01-01,,10,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011804,"Stromness, Sandwick and Stenness - 01",,"Stromness, Sandwick and Stenness - 01"
KW16 3DL,Yes,58.955705,-3.300723,325275,1008339,HY252083,Stromness and South Isles,,1980-01-01,,8,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011804,"Stromness, Sandwick and Stenness - 01",,"Stromness, Sandwick and Stenness - 01"
KW16 3DN,Yes,58.954433,-3.300380,325292,1008197,HY252081,Stromness and South Isles,,1980-01-01,,8,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011804,"Stromness, Sandwick and Stenness - 01",,"Stromness, Sandwick and Stenness - 01"
KW16 3DP,Yes,58.954871,-3.301440,325232,1008247,HY252082,Stromness and South Isles,,1980-01-01,,11,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011804,"Stromness, Sandwick and Stenness - 01",,"Stromness, Sandwick and Stenness - 01"
KW16 3DQ,Yes,58.958128,-3.301806,325218,1008610,HY252086,Stromness and South Isles,,1980-01-01,,11,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011804,"Stromness, Sandwick and Stenness - 01",,"Stromness, Sandwick and Stenness - 01"
KW16 3DR,Yes,58.955859,-3.303267,325129,1008359,HY251083,Stromness and South Isles,,1980-01-01,,22,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011804,"Stromness, Sandwick and Stenness - 01",,"Stromness, Sandwick and Stenness - 01"
KW16 3DS,Yes,58.956435,-3.303185,325135,1008423,HY251084,Stromness and South Isles,,1980-01-01,,22,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011804,"Stromness, Sandwick and Stenness - 01",,"Stromness, Sandwick and Stenness - 01"
KW16 3DT,Yes,58.957686,-3.303736,325106,1008563,HY251085,Stromness and South Isles,,1980-01-01,,23,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011804,"Stromness, Sandwick and Stenness - 01",,"Stromness, Sandwick and Stenness - 01"
KW16 3DU,Yes,58.960276,-3.304338,325077,1008852,HY250088,Stromness and South Isles,,1980-01-01,,36,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011804,"Stromness, Sandwick and Stenness - 01",,"Stromness, Sandwick and Stenness - 01"
KW16 3DW,Yes,58.953106,-3.299252,325354,1008048,HY253080,Stromness and South Isles,,1980-01-01,,5,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011804,"Stromness, Sandwick and Stenness - 01",,"Stromness, Sandwick and Stenness - 01"
KW16 3DX,Yes,58.961804,-3.305144,325034,1009023,HY250090,Stromness and South Isles,,1980-01-01,,40,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011804,"Stromness, Sandwick and Stenness - 01",,"Stromness, Sandwick and Stenness - 01"
KW16 3DY,Yes,58.960411,-3.302570,325179,1008865,HY251088,Stromness and South Isles,,1980-01-01,,17,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011804,"Stromness, Sandwick and Stenness - 01",,"Stromness, Sandwick and Stenness - 01"
KW16 3DZ,Yes,58.961012,-3.301758,325227,1008931,HY252089,Stromness and South Isles,,1980-01-01,,20,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011804,"Stromness, Sandwick and Stenness - 01",,"Stromness, Sandwick and Stenness - 01"
KW16 3EA,Yes,58.961185,-3.301486,325243,1008950,HY252089,Stromness and South Isles,,1980-01-01,,22,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011804,"Stromness, Sandwick and Stenness - 01",,"Stromness, Sandwick and Stenness - 01"
KW16 3EB,Yes,58.959795,-3.300321,325307,1008794,HY253087,Stromness and South Isles,,1980-01-01,,9,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011804,"Stromness, Sandwick and Stenness - 01",,"Stromness, Sandwick and Stenness - 01"
KW16 3ED,Yes,58.958682,-3.301183,325255,1008671,HY252086,Stromness and South Isles,,1981-01-01,,9,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011804,"Stromness, Sandwick and Stenness - 01",,"Stromness, Sandwick and Stenness - 01"
KW16 3EE,Yes,58.966837,-3.283171,326308,1009559,HY263095,Stromness and South Isles,,2005-01-01,,14,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011806,"Stromness, Sandwick and Stenness - 03",,"Stromness, Sandwick and Stenness - 03"
KW16 3EF,Yes,58.967172,-3.282053,326373,1009595,HY263095,Stromness and South Isles,,2005-01-01,,14,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011806,"Stromness, Sandwick and Stenness - 03",,"Stromness, Sandwick and Stenness - 03"
KW16 3EH,Yes,58.961524,-3.303447,325131,1008990,HY251089,Stromness and South Isles,,1993-02-01,,31,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011804,"Stromness, Sandwick and Stenness - 01",,"Stromness, Sandwick and Stenness - 01"
KW16 3EJ,Yes,58.956907,-3.304454,325063,1008477,HY250084,Stromness and South Isles,,2007-09-01,,26,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011804,"Stromness, Sandwick and Stenness - 01",,"Stromness, Sandwick and Stenness - 01"
KW16 3EL,Yes,58.955929,-3.304296,325070,1008368,HY250083,Stromness and South Isles,,2007-01-01,,26,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011804,"Stromness, Sandwick and Stenness - 01",,"Stromness, Sandwick and Stenness - 01"
KW16 3EP,Yes,58.965516,-3.299511,325366,1009430,HY253094,Stromness and South Isles,,1980-01-01,,47,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011805,"Stromness, Sandwick and Stenness - 02",,"Stromness, Sandwick and Stenness - 02"
KW16 3EQ,Yes,58.957933,-3.305025,325032,1008592,HY250085,Stromness and South Isles,,2012-08-01,,27,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011806,"Stromness, Sandwick and Stenness - 03",,"Stromness, Sandwick and Stenness - 03"
KW16 3ER,Yes,58.969683,-3.288738,325994,1009882,HY259098,Stromness and South Isles,,2021-08-01,,47,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011806,"Stromness, Sandwick and Stenness - 03",,"Stromness, Sandwick and Stenness - 03"
KW16 3EU,Yes,58.977023,-3.289430,325970,1010700,HY259106,Stromness and South Isles,,1980-01-01,,34,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011806,"Stromness, Sandwick and Stenness - 03",,"Stromness, Sandwick and Stenness - 03"
KW16 3EX,Yes,58.980904,-3.283945,326294,1011126,HY262111,Stromness and South Isles,,1980-01-01,,30,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011806,"Stromness, Sandwick and Stenness - 03",,"Stromness, Sandwick and Stenness - 03"
KW16 3EY,Yes,58.976096,-3.240045,328807,1010543,HY288105,West Mainland,,1980-01-01,,9,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011807,"Stromness, Sandwick and Stenness - 04",,"Stromness, Sandwick and Stenness - 04"
KW16 3EZ,Yes,58.972447,-3.222329,329818,1010118,HY298101,West Mainland,,1980-01-01,,50,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011807,"Stromness, Sandwick and Stenness - 04",,"Stromness, Sandwick and Stenness - 04"
KW16 3HA,Yes,58.958313,-3.224844,329645,1008547,HY296085,West Mainland,,1980-01-01,,14,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011807,"Stromness, Sandwick and Stenness - 04",,"Stromness, Sandwick and Stenness - 04"
KW16 3HB,Yes,58.947891,-3.217696,330035,1007379,HY300073,Kirkwall West and Orphir,,1980-01-01,,33,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011807,"Stromness, Sandwick and Stenness - 04",,"Stromness, Sandwick and Stenness - 04"
KW16 3HD,Yes,58.962175,-3.113577,336052,1008865,HY360088,Kirkwall West and Orphir,,1980-01-01,,21,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011809,West Mainland - 02,,West Mainland - 02
KW16 3HE,Yes,58.987340,-3.144475,334323,1011697,HY343116,West Mainland,,1980-01-01,,51,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011809,West Mainland - 02,,West Mainland - 02
KW16 3HF,Yes,58.994110,-3.157839,333568,1012464,HY335124,West Mainland,,1980-01-01,,40,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011809,West Mainland - 02,,West Mainland - 02
KW16 3HG,Yes,59.002725,-3.173552,332682,1013439,HY326134,West Mainland,,1980-01-01,,28,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011809,West Mainland - 02,,West Mainland - 02
KW16 3HH,Yes,58.993214,-3.178634,332371,1012385,HY323123,West Mainland,,1980-01-01,,19,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011807,"Stromness, Sandwick and Stenness - 04",,"Stromness, Sandwick and Stenness - 04"
KW16 3HJ,Yes,58.973163,-3.291989,325815,1010273,HY258102,Stromness and South Isles,,2002-07-01,,30,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011806,"Stromness, Sandwick and Stenness - 03",,"Stromness, Sandwick and Stenness - 03"
KW16 3HQ,Yes,58.999171,-3.177243,332463,1013047,HY324130,West Mainland,,1980-01-01,,17,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011807,"Stromness, Sandwick and Stenness - 04",,"Stromness, Sandwick and Stenness - 04"
KW16 3HR,Yes,58.973707,-3.293209,325746,1010335,HY257103,Stromness and South Isles,,1980-01-01,,36,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011806,"Stromness, Sandwick and Stenness - 03",,"Stromness, Sandwick and Stenness - 03"
KW16 3HS,Yes,58.973129,-3.298955,325414,1010277,HY254102,Stromness and South Isles,,1980-01-01,,54,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011806,"Stromness, Sandwick and Stenness - 03",,"Stromness, Sandwick and Stenness - 03"
KW16 3HT,Yes,58.977247,-3.299371,325399,1010736,HY253107,Stromness and South Isles,,1980-01-01,,51,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011806,"Stromness, Sandwick and Stenness - 03",,"Stromness, Sandwick and Stenness - 03"
KW16 3HU,Yes,58.998816,-3.303429,325213,1013142,HY252131,Stromness and South Isles,,1980-01-01,,36,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011807,"Stromness, Sandwick and Stenness - 04",,"Stromness, Sandwick and Stenness - 04"
KW16 3HX,Yes,59.014785,-3.302500,325301,1014919,HY253149,West Mainland,,1980-01-01,,3,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011807,"Stromness, Sandwick and Stenness - 04",,"Stromness, Sandwick and Stenness - 04"
KW16 3HY,Yes,59.017259,-3.265864,327410,1015154,HY274151,West Mainland,,1980-01-01,,10,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011807,"Stromness, Sandwick and Stenness - 04",,"Stromness, Sandwick and Stenness - 04"
KW16 3HZ,Yes,59.033075,-3.292362,325923,1016944,HY259169,West Mainland,,1980-01-01,,19,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011807,"Stromness, Sandwick and Stenness - 04",,"Stromness, Sandwick and Stenness - 04"
KW16 3JA,Yes,59.030325,-3.263277,327586,1016606,HY275166,West Mainland,,1980-01-01,,14,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011807,"Stromness, Sandwick and Stenness - 04",,"Stromness, Sandwick and Stenness - 04"
KW16 3JB,Yes,59.043271,-3.282158,326530,1018068,HY265180,West Mainland,,1980-01-01,,8,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011807,"Stromness, Sandwick and Stenness - 04",,"Stromness, Sandwick and Stenness - 04"
KW16 3JD,Yes,59.058993,-3.284460,326432,1019821,HY264198,West Mainland,,1980-01-01,,14,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011811,West Mainland - 04,,West Mainland - 04
KW16 3JE,Yes,59.048796,-3.298157,325624,1018701,HY256187,West Mainland,,1980-01-01,,26,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011807,"Stromness, Sandwick and Stenness - 04",,"Stromness, Sandwick and Stenness - 04"
KW16 3JF,Yes,59.025025,-3.293481,325841,1016049,HY258160,West Mainland,,1980-01-01,,28,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011807,"Stromness, Sandwick and Stenness - 04",,"Stromness, Sandwick and Stenness - 04"
KW16 3JG,Yes,58.969921,-3.287450,326069,1009907,HY260099,Stromness and South Isles,,1980-03-01,,10,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011806,"Stromness, Sandwick and Stenness - 03",,"Stromness, Sandwick and Stenness - 03"
KW16 3JH,Yes,58.971937,-3.274237,326833,1010117,HY268101,Stromness and South Isles,,1999-06-01,,42,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011806,"Stromness, Sandwick and Stenness - 03",,"Stromness, Sandwick and Stenness - 03"
KW16 3JJ,Yes,58.959590,-3.289394,325935,1008759,HY259087,Stromness and South Isles,,2001-12-01,,2,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011806,"Stromness, Sandwick and Stenness - 03",,"Stromness, Sandwick and Stenness - 03"
KW16 3JL,Yes,58.970594,-3.286518,326124,1009981,HY261099,Stromness and South Isles,,1999-06-01,,14,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011806,"Stromness, Sandwick and Stenness - 03",,"Stromness, Sandwick and Stenness - 03"
KW16 3JN,Yes,58.962333,-3.307842,324880,1009085,HY248090,Stromness and South Isles,,1980-01-01,,50,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011806,"Stromness, Sandwick and Stenness - 03",,"Stromness, Sandwick and Stenness - 03"
KW16 3JP,Yes,58.966629,-3.327821,323740,1009586,HY237095,Stromness and South Isles,,1980-01-01,,65,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011807,"Stromness, Sandwick and Stenness - 04",,"Stromness, Sandwick and Stenness - 04"
KW16 3JQ,Yes,58.967267,-3.286081,326142,1009610,HY261096,Stromness and South Isles,,1992-10-01,,12,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011806,"Stromness, Sandwick and Stenness - 03",,"Stromness, Sandwick and Stenness - 03"
KW16 3JR,Yes,58.957327,-3.306470,324948,1008526,HY249085,Stromness and South Isles,,1980-01-01,,31,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011806,"Stromness, Sandwick and Stenness - 03",,"Stromness, Sandwick and Stenness - 03"
KW16 3JS,Yes,58.969994,-3.290002,325922,1009918,HY259099,Stromness and South Isles,,1980-01-01,,8,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011806,"Stromness, Sandwick and Stenness - 03",,"Stromness, Sandwick and Stenness - 03"
KW16 3JT,Yes,58.970933,-3.287672,326058,1010020,HY260100,Stromness and South Isles,,1980-01-01,,15,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011806,"Stromness, Sandwick and Stenness - 03",,"Stromness, Sandwick and Stenness - 03"
KW16 3JU,Yes,58.976464,-3.270622,327050,1010617,HY270106,Stromness and South Isles,,1980-01-01,,32,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011806,"Stromness, Sandwick and Stenness - 03",,"Stromness, Sandwick and Stenness - 03"
KW16 3JW,Yes,58.960860,-3.314097,324517,1008928,HY245089,Stromness and South Isles,,1980-01-01,,53,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011806,"Stromness, Sandwick and Stenness - 03",,"Stromness, Sandwick and Stenness - 03"
KW16 3JX,Yes,58.985324,-3.229241,329447,1011559,HY294115,West Mainland,,1980-01-01,,8,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011807,"Stromness, Sandwick and Stenness - 04",,"Stromness, Sandwick and Stenness - 04"
KW16 3JY,Yes,58.987599,-3.207891,330679,1011790,HY306117,West Mainland,,1980-01-01,,4,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011807,"Stromness, Sandwick and Stenness - 04",,"Stromness, Sandwick and Stenness - 04"
KW16 3JZ,Yes,58.996962,-3.214189,330336,1012839,HY303128,West Mainland,,1980-01-01,,3,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011807,"Stromness, Sandwick and Stenness - 04",,"Stromness, Sandwick and Stenness - 04"
KW16 3LA,Yes,58.979373,-3.175611,332518,1010841,HY325108,West Mainland,,1980-01-01,,25,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011807,"Stromness, Sandwick and Stenness - 04",,"Stromness, Sandwick and Stenness - 04"
KW16 3LB,Yes,58.983278,-3.214752,330276,1011316,HY302113,West Mainland,,1980-01-01,,22,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011807,"Stromness, Sandwick and Stenness - 04",,"Stromness, Sandwick and Stenness - 04"
KW16 3LD,No,58.986186,-3.209217,330600,1011634,HY305116,West Mainland,,1994-02-01,2010-08-01,5,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011807,"Stromness, Sandwick and Stenness - 04",,"Stromness, Sandwick and Stenness - 04"
KW16 3LE,Yes,58.970571,-3.284371,326247,1009976,HY262099,Stromness and South Isles,,2004-01-01,,15,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011806,"Stromness, Sandwick and Stenness - 03",,"Stromness, Sandwick and Stenness - 03"
KW16 3LF,Yes,58.985327,-3.210849,330504,1011540,HY305115,West Mainland,,2016-02-01,,14,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011807,"Stromness, Sandwick and Stenness - 04",,"Stromness, Sandwick and Stenness - 04"
KW16 3LH,Yes,58.972420,-3.291665,325832,1010190,HY258101,Stromness and South Isles,,1980-01-01,,24,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011806,"Stromness, Sandwick and Stenness - 03",,"Stromness, Sandwick and Stenness - 03"
KW16 3LJ,Yes,58.973710,-3.290200,325919,1010332,HY259103,Stromness and South Isles,,1980-01-01,,30,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011806,"Stromness, Sandwick and Stenness - 03",,"Stromness, Sandwick and Stenness - 03"
KW16 3LL,Yes,58.989096,-3.291959,325851,1012047,HY258120,Stromness and South Isles,,1980-01-01,,19,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011806,"Stromness, Sandwick and Stenness - 03",,"Stromness, Sandwick and Stenness - 03"
KW16 3LN,Yes,59.003720,-3.280007,326569,1013662,HY265136,Stromness and South Isles,,1980-01-01,,11,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011807,"Stromness, Sandwick and Stenness - 04",,"Stromness, Sandwick and Stenness - 04"
KW16 3LP,Yes,59.030589,-3.315277,324602,1016693,HY246166,West Mainland,,1980-01-01,,32,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011807,"Stromness, Sandwick and Stenness - 04",,"Stromness, Sandwick and Stenness - 04"
